#Vazao01	Vazao02	Vazao03	Vazao04	Vazao05	Vazao06	Vazao07	Vazao08	Vazao09	Vazao10	Vazao11	Vazao12	Vazao13	Vazao14	Vazao15	Vazao16	Vazao17	Vazao18	Vazao19	Vazao20	Vazao21	Vazao22	Vazao23	Vazao24	Vazao25	Vazao26	Vazao27	Vazao28	Vazao29	Vazao30	Vazao31	#dias	mes	Ano
283.451	320.539	495.383	592.774	529.893	511.236	535.254	571.021	592.774	571.021	464.064	438.371	464.064	466.654	548.718	562.268	559.551	548.718	511.236	532.572	567.711	564.988	574.105	511.236	458.895	433.277	438.371	519.211	0	0	0	31	2	2006
337.126	306.495	274.364	265.353	31.584	378.278	521.876	602.212	70.714	700.355	608.542	602.212	519.211	448.603	373.374	325.256	301.849	258.646	234.437	265.353	297.222	294.915	283.451	258.646	245.366	247.567	238.793	225.786	230.101	234.437	25.42	31	1	2006
144.197	125.343	103.647	79.745	114.363	155.826	167.681	167.681	251.984	263.113	25.642	325.256	366.049	446.039	413.057	433.277	559.551	484.885	361.186	288.023	299.533	265.353	230.101	251.984	247.567	247.567	230.101	225.786	308.824	368.487	349.103	31	12	2005
81.398	81.398	86.409	81.398	8.306	8.306	89.792	86.409	79.745	7.322	70.012	66.841	71.611	86.409	93.208	299.533	230.101	192.041	169.679	140.372	132.803	144.197	151.924	167.681	163.705	202.436	196.182	215.091	192.041	161.726	0	31	11	2005
121.654	121.654	103.647	91.496	86.409	86.409	89.792	8.306	76.465	70.012	70.012	66.841	66.841	70.012	70.012	66.841	63.708	62.156	60.614	60.614	63.708	7.322	107.189	140.372	13.847	121.654	107.189	93.208	79.745	79.745	8.306	31	10	2005
5.756	60.614	5.756	5.756	60.614	66.841	70.012	70.012	66.841	62.156	59.082	5.756	60.614	53.056	51.576	53.056	51.576	53.056	51.576	51.576	50.106	48.648	51.576	60.614	60.614	81.398	107.189	117.994	114.363	110.761	0	31	9	2005
7.322	7.322	7.322	7.322	70.012	70.012	70.012	66.841	66.841	68.422	68.422	70.012	68.422	70.012	70.012	70.012	70.012	66.841	63.708	60.614	60.614	59.082	59.082	60.614	60.614	59.082	5.756	5.756	5.756	5.756	5.756	31	8	2005
129.059	129.059	125.343	121.654	119.821	117.994	114.363	114.363	110.761	108.971	107.189	105.414	103.647	103.647	100.136	98.392	96.656	96.656	94.928	93.208	93.208	89.792	86.409	86.409	86.409	8.306	8.306	79.745	7.81	76.465	7.322	31	7	2005
247.567	240.979	227.941	219.353	210.851	204.531	200.345	192.041	187.923	183.827	179.755	175.707	173.691	169.679	16.569	163.705	159.753	155.826	153.871	151.924	148.047	151.924	149.982	148.047	144.197	142.281	136.574	136.574	136.574	132.803	0	31	6	2005
637.404	583.405	602.212	571.021	551.421	532.572	492.753	456.317	423.136	398.056	378.278	358.761	339.512	322.896	306.495	294.915	283.451	274.364	267.599	260.877	25.642	25.642	25.42	265.353	265.353	272.104	308.824	388.135	353.924	308.824	267.599	31	5	2005
192.041	232.266	25.642	276.629	236.612	206.632	208.739	208.739	200.345	181.789	163.705	16.569	185.872	225.786	265.353	334.743	403.041	443.479	516.549	611.718	564.988	466.654	448.603	380.736	349.103	318.187	292.613	278.898	267.599	292.613	383.198	31	1	2005
192.041	194.109	208.739	208.739	189.979	183.827	179.755	179.755	171.682	167.681	171.682	183.827	183.827	163.705	151.924	148.047	155.826	144.197	144.197	144.197	140.372	140.372	223.637	230.101	221.492	175.707	16.569	171.682	167.681	183.827	189.979	31	12	2004
136.574	132.803	123.495	119.821	114.363	100.136	96.656	98.392	103.647	136.574	159.753	155.826	144.197	142.281	151.924	159.753	185.872	161.726	148.047	148.047	144.197	148.047	144.197	183.827	194.109	206.632	329.991	263.113	272.104	227.941	0	31	11	2004
68.422	66.841	68.422	68.422	63.708	63.708	70.012	132.803	108.971	93.208	86.409	79.745	7.81	76.465	76.465	76.465	79.745	93.208	103.647	114.363	114.363	107.189	117.994	132.803	129.059	121.654	132.803	148.047	136.574	142.281	144.197	31	10	2004
114.363	107.189	100.136	91.496	86.409	76.465	7.322	70.012	66.841	66.841	6.527	63.708	70.012	76.465	86.409	86.409	81.398	74.838	70.012	70.012	70.012	70.012	68.422	6.527	63.708	63.708	63.708	63.708	60.614	62.156	0	31	9	2004
7.81	76.465	76.465	76.465	7.322	71.611	70.012	70.012	68.422	68.422	68.422	68.422	66.841	63.708	62.156	60.614	60.614	59.082	59.082	59.082	5.756	5.756	5.756	56.048	56.048	63.708	105.414	136.574	155.826	125.343	117.994	31	8	2004
117.994	117.994	114.363	114.363	112.558	110.761	108.971	107.189	105.414	105.414	107.189	108.971	117.994	129.059	129.059	119.821	112.558	107.189	103.647	101.888	101.888	100.136	98.392	93.208	89.792	86.409	8.306	8.306	79.745	76.465	76.465	31	7	2004
202.436	198.261	196.182	192.041	196.182	210.851	21.722	219.353	208.739	200.345	196.182	183.827	175.707	167.681	163.705	159.753	155.826	155.826	151.924	148.047	144.197	142.281	136.574	136.574	134.685	132.803	129.059	129.059	125.343	123.495	0	31	6	2004
643.902	703.744	68.018	583.405	508.585	45.117	410.547	378.278	358.761	349.103	351.511	344.299	327.621	332.365	349.103	337.126	332.365	313.497	30.417	294.915	285.734	281.172	272.104	263.113	249.773	240.979	232.266	223.637	219.353	215.091	208.739	31	5	2004
247.567	274.364	269.849	269.849	269.849	265.353	283.451	306.495	349.103	334.743	269.849	245.366	230.101	21.722	204.531	200.345	200.345	221.492	297.222	368.487	461.478	383.198	297.222	269.849	25.42	24.317	238.793	247.567	288.023	349.103	339.512	31	12	2003
114.363	114.363	116.175	125.343	206.632	320.539	415.571	393.087	308.824	308.824	353.924	366.049	301.849	245.366	21.722	196.182	202.436	206.632	240.979	306.495	269.849	260.877	240.979	221.492	21.722	230.101	274.364	245.366	238.793	24.317	0	31	11	2003
53.056	5.756	68.422	93.208	8.306	76.465	70.012	63.708	7.322	86.409	79.745	7.322	76.465	105.414	123.495	132.803	144.197	127.197	114.363	103.647	94.928	8.473	8.473	114.363	140.372	136.574	136.574	161.726	151.924	134.685	110.761	31	10	2003
7.322	7.322	71.611	66.841	63.708	5.756	54.547	48.648	48.648	45.764	45.764	48.648	48.648	5.756	63.708	68.422	7.322	7.322	70.012	63.708	63.708	60.614	59.082	54.547	51.576	51.576	50.106	50.106	48.648	47.201	0	31	9	2003
6.527	66.841	63.708	63.708	62.156	60.614	60.614	59.082	5.756	5.756	56.048	54.547	54.547	54.547	59.082	60.614	66.841	7.322	79.745	81.398	76.465	7.322	63.708	5.756	56.048	54.547	54.547	56.048	79.745	8.306	76.465	31	8	2003
130.927	125.343	119.821	117.994	112.558	107.189	107.189	103.647	103.647	100.136	96.656	96.656	93.208	89.792	88.097	86.409	8.473	8.306	79.745	79.745	76.465	76.465	76.465	7.322	7.322	71.611	70.012	70.012	66.841	66.841	6.527	31	7	2003
204.531	196.182	192.041	183.827	179.755	173.691	167.681	163.705	159.753	151.924	148.047	144.197	142.281	136.574	136.574	132.803	129.059	129.059	125.343	125.343	121.654	121.654	121.654	171.682	227.941	221.492	183.827	171.682	159.753	148.047	0	31	6	2003
311.158	311.158	313.497	469.247	398.056	503.294	519.211	423.136	388.135	361.186	329.991	308.824	288.023	272.104	25.642	247.567	234.437	223.637	21.722	208.739	202.436	200.345	192.041	187.923	185.872	183.827	200.345	249.773	269.849	236.612	215.091	31	5	2003
776.647	783.763	758.989	780.201	741.518	68.018	640.649	589.644	556.838	571.021	589.644	513.891	505.938	532.572	571.021	554.128	524.545	492.753	495.383	503.294	469.247	423.136	388.135	358.761	334.743	31.584	308.824	297.222	301.849	31.584	0	31	4	2003
469.247	53.794	627.715	589.644	527.217	47.705	428.199	415.571	383.198	358.761	320.539	292.613	267.599	247.567	247.567	225.786	212.969	221.492	267.599	251.984	283.451	276.629	283.451	297.222	297.222	288.023	260.877	263.113	297.222	297.222	311.158	31	1	2003
173.691	210.851	25.642	288.023	267.599	219.353	206.632	194.109	208.739	274.364	260.877	249.773	251.984	25.642	278.898	283.451	278.898	283.451	31.584	334.743	408.041	469.247	479.658	380.736	325.256	30.417	322.896	423.136	484.885	519.211	495.383	31	12	2002
81.775	86.814	83.446	8.851	104.146	156.624	242.291	24.892	223.637	210.851	204.531	198.261	173.691	148.047	127.197	114.363	110.761	107.189	101.888	96.656	107.189	110.761	107.189	114.363	198.261	202.436	192.041	185.872	198.261	179.755	0	31	11	2002
107.708	100.616	90.215	73.554	76.816	133.467	150.746	133.467	116.745	104.146	97.117	80.113	71.937	6.873	67.141	73.554	73.554	76.816	80.113	93.649	107.708	104.146	107.708	127.829	162.558	152.699	14.3	124.106	10.95	97.117	90.215	31	10	2002
43.105	43.105	44.525	60.882	80.113	90.215	98.862	95.379	83.446	76.816	67.141	60.882	56.293	54.783	50.321	48.855	48.855	51.797	51.797	48.855	4.74	45.957	45.957	50.321	56.293	63.992	63.992	67.141	80.113	95.379	0	31	9	2002
76.816	76.816	76.816	71.937	70.329	70.329	67.141	67.141	63.992	62.432	59.342	57.812	57.812	57.812	56.293	54.783	54.783	51.797	51.797	48.855	4.74	45.957	45.957	44.525	43.105	43.105	43.105	43.105	43.105	43.105	43.105	31	8	2002
107.708	105.923	104.146	100.616	97.117	97.117	93.649	93.649	93.649	90.215	90.215	90.215	86.814	86.814	86.814	86.814	93.649	93.649	93.649	93.649	97.117	93.649	90.215	86.814	81.775	80.113	80.113	85.126	86.814	85.126	80.113	31	7	2002
218.386	201.409	19.722	193.055	188.912	184.792	176.622	172.574	168.549	162.558	158.596	154.658	152.699	156.624	156.624	154.658	14.88	14.686	14.108	133.467	125.964	125.964	124.106	122.255	122.255	122.255	118.574	116.745	114.922	11.13	0	31	6	2002
282.736	255.594	262.314	255.594	271.342	257.829	269.078	264.563	264.563	271.342	262.314	262.314	242.291	229.173	214.109	207.734	19.722	193.055	19.722	199.312	19.722	229.173	280.448	397.871	392.878	387.901	363.263	312.913	280.448	253.365	231.347	31	5	2002
385.419	363.263	346.267	334.255	329.481	331.866	346.267	355.953	368.157	402.881	499.296	51.681	627.715	595.912	513.872	48.206	46.791	451.187	426.631	434.746	41.592	370.611	351.101	327.101	317.624	308.219	308.219	315.266	301.214	291.937	0	31	4	2002
407.906	395.373	392.878	400.374	405.391	459.514	502.195	505.103	470.724	442.931	487.774	589.644	700.355	713.955	627.715	531.618	462.305	41.592	390.388	363.263	346.267	327.101	341.449	397.871	437.466	528.641	583.405	608.542	583.405	493.519	423.941	31	3	2002
48.206	510.941	493.519	484.913	470.724	45.673	380.466	322.354	285.029	285.029	280.448	273.611	275.885	298.888	377.996	48.206	571.021	577.198	640.649	69.36	734.582	69.36	744.997	731.125	614.902	499.296	432.033	448.427	510.941	621.293	528.641	31	12	2001
11.13	154.658	154.658	144.927	13.536	125.964	122.255	114.922	104.146	97.117	90.215	90.215	91.928	8.851	85.126	80.113	76.816	7.846	93.649	114.922	127.829	127.829	144.927	224.842	233.525	240.092	240.092	260.069	317.624	38.294	0	31	11	2001
63.992	67.141	70.329	67.141	63.992	63.992	60.882	60.882	65.562	73.554	80.113	76.816	80.113	93.649	98.862	125.964	150.746	160.574	14.88	13.726	125.964	113.108	122.255	152.699	168.549	193.055	184.792	172.574	154.658	129.702	113.108	31	10	2001
54.783	60.882	54.783	51.797	51.797	51.797	51.797	53.285	60.882	71.937	70.329	73.554	86.814	100.616	91.928	83.446	8.851	114.922	14.3	13.726	125.964	107.708	93.649	85.126	83.446	7.846	73.554	6.873	65.562	67.141	0	31	9	2001
85.126	83.446	80.113	7.846	76.816	7.518	73.554	73.554	70.329	70.329	70.329	6.873	67.141	67.141	65.562	63.992	63.992	60.882	60.882	59.342	57.812	56.293	54.783	54.783	54.783	53.285	53.285	51.797	51.797	51.797	51.797	31	8	2001
154.658	152.699	144.927	14.108	139.167	13.726	13.536	133.467	129.702	125.964	122.255	118.574	118.574	125.964	133.467	144.927	13.536	129.702	118.574	114.922	11.13	107.708	104.146	104.146	100.616	100.616	100.616	97.117	93.649	90.215	86.814	31	7	2001
410.612	365.708	346.267	329.481	298.888	301.214	287.327	275.885	266.818	257.829	24.892	240.092	229.173	220.533	214.109	20.562	201.409	195.135	19.098	184.792	180.695	178.656	176.622	176.622	172.574	168.549	166.546	160.574	156.624	154.658	0	31	6	2001
380.466	355.953	336.649	319.987	303.544	291.937	282.736	273.611	266.818	28.963	324.725	451.187	426.631	380.466	365.708	360.822	348.682	327.101	303.544	291.937	29.425	346.267	407.906	470.724	451.187	496.403	534.603	540.596	502.195	453.955	437.466	31	5	2001
490.643	470.724	410.612	392.878	380.466	365.708	336.649	310.564	303.544	308.219	327.101	390.388	505.103	627.715	65.043	666.882	670.195	700.355	713.955	686.875	608.542	540.596	473.546	442.931	437.466	459.514	437.466	407.906	397.871	410.612	46.791	31	3	2001
537.596	602.212	546.619	48.206	45.673	405.391	365.708	324.725	298.888	317.624	315.266	331.866	319.987	30.588	30.588	285.029	298.888	336.649	312.913	29.425	280.448	275.885	298.888	331.866	339.047	343.856	351.101	395.373	0	0	0	31	2	2001
387.901	37.553	346.267	339.047	334.255	327.101	346.267	363.263	385.419	365.708	353.525	334.255	331.866	331.866	327.101	308.219	280.448	257.829	244.496	246.705	282.736	287.327	280.448	29.425	317.624	373.069	385.419	365.708	346.267	360.822	440.195	31	1	2001
131.581	158.596	168.549	154.658	240.092	262.314	266.818	253.365	235.709	257.829	315.266	355.953	390.388	285.029	237.898	207.734	193.055	184.792	166.546	152.699	170.558	162.558	172.574	178.656	164.549	150.746	14.108	14.108	144.927	166.546	0	31	11	2000
14.88	13.726	133.467	129.702	14.88	162.558	144.927	14.108	160.574	14.88	133.467	122.255	11.13	104.146	11.13	107.708	114.922	118.574	125.964	125.964	118.574	104.146	97.117	97.117	10.95	114.922	118.574	13.536	144.927	129.702	125.964	31	10	2000
63.992	62.432	60.882	60.882	60.882	67.141	86.814	93.649	97.117	100.616	100.616	104.146	120.411	118.574	11.13	107.708	104.146	105.923	11.13	107.708	104.146	95.379	8.851	80.113	76.816	7.518	76.816	104.146	160.574	152.699	0	31	9	2000
97.117	93.649	91.928	90.215	90.215	8.851	86.814	86.814	85.126	83.446	83.446	86.814	90.215	90.215	90.215	8.851	86.814	7.846	76.816	73.554	73.554	71.937	70.329	70.329	67.141	67.141	63.992	65.562	63.992	63.992	63.992	31	8	2000
144.927	14.108	139.167	13.726	133.467	133.467	127.829	125.964	125.964	122.255	122.255	120.411	120.411	118.574	118.574	118.574	120.411	122.255	125.964	129.702	133.467	13.726	129.702	125.964	122.255	118.574	11.13	107.708	104.146	100.616	97.117	31	7	2000
262.314	257.829	253.365	24.892	240.092	233.525	227.005	218.386	214.109	209.854	20.562	201.409	19.722	193.055	188.912	182.741	180.695	176.622	172.574	172.574	172.574	176.622	176.622	174.595	170.558	160.574	156.624	152.699	14.88	14.686	0	31	6	2000
69.36	643.902	564.874	52.271	490.643	459.514	45.673	534.603	627.715	577.198	571.021	549.643	487.774	465.103	445.675	41.592	390.388	368.157	353.525	339.047	334.255	353.525	380.466	365.708	341.449	327.101	30.588	28.963	282.736	275.885	266.818	31	5	2000
13.536	116.745	95.379	97.117	102.377	118.574	114.922	113.108	105.923	98.862	83.446	70.329	65.562	63.992	62.432	62.432	70.329	85.126	86.814	83.446	76.816	70.329	7.846	97.117	90.215	83.446	73.554	85.126	122.255	125.964	131.581	31	10	1999
32.191	32.191	32.191	32.191	32.191	30.886	30.886	30.886	30.886	30.886	37.546	63.992	67.141	65.562	63.992	63.992	73.554	71.937	65.562	65.562	65.562	6.873	67.141	80.113	98.862	129.702	193.055	220.533	170.558	14.686	0	31	9	1999
54.783	54.783	53.285	51.797	51.797	50.321	48.855	48.855	4.74	45.957	44.525	44.525	43.105	43.105	43.105	41.697	41.697	40.301	40.301	38.918	37.546	36.188	34.842	32.191	32.191	32.191	32.191	30.886	32.191	3.351	3.351	31	8	1999
120.411	118.574	113.108	10.95	105.923	102.377	98.862	97.117	93.649	93.649	90.215	8.851	8.851	85.126	81.775	76.816	73.554	76.816	7.518	73.554	71.937	70.329	6.873	67.141	65.562	63.992	60.882	59.342	57.812	57.812	56.293	31	7	1999
255.594	242.291	233.525	224.842	216.245	207.734	201.409	195.135	186.849	180.695	174.595	170.558	166.546	162.558	158.596	154.658	152.699	14.88	144.927	14.3	14.686	150.746	152.699	14.686	144.927	139.167	13.726	13.536	131.581	124.106	0	31	6	1999
462.305	513.872	445.675	423.941	402.881	373.069	365.708	370.611	385.419	432.033	434.746	410.612	402.881	451.187	513.872	599.058	614.902	69.36	690.234	660.278	558.759	499.296	451.187	462.305	423.941	392.878	355.953	327.101	303.544	285.029	269.078	31	5	1999
713.955	755.479	77.31	70.714	592.774	525.672	46.791	442.931	429.328	410.612	37.553	351.101	334.255	339.047	346.267	37.553	418.586	385.419	410.612	418.586	41.592	400.374	37.553	355.953	358.386	353.525	339.047	368.157	355.953	348.682	0	31	4	1999
296.566	280.448	255.594	233.525	25.114	310.564	363.263	387.901	331.866	319.987	310.564	285.029	262.314	264.563	275.885	28.963	287.327	275.885	271.342	280.448	28.963	310.564	278.164	266.818	273.611	363.263	476.376	513.872	0	0	0	31	2	1999
166.546	207.734	193.055	282.736	355.953	410.612	451.187	513.872	502.195	434.746	358.386	343.856	310.564	308.219	308.219	341.449	358.386	363.263	380.466	348.682	322.354	315.266	329.481	348.682	329.481	285.029	30.588	28.963	273.611	264.563	30.588	31	1	1999
363.263	334.255	30.588	266.818	24.892	29.425	253.365	269.078	285.029	269.078	257.829	237.898	218.386	201.409	201.409	186.849	184.792	182.741	201.409	207.734	209.854	203.512	195.135	218.386	253.365	253.365	253.365	229.173	203.512	186.849	174.595	31	12	1998
114.922	10.95	11.13	11.13	114.922	120.411	122.255	180.695	195.135	186.849	174.595	14.88	13.726	124.106	124.106	122.255	133.467	164.549	13.536	120.411	124.106	176.622	199.312	222.685	218.386	255.594	303.544	331.866	358.386	365.708	0	31	11	1998
40.301	40.301	41.697	43.105	40.301	36.188	38.918	54.783	57.812	51.797	62.432	80.113	11.13	95.379	8.851	91.928	91.928	8.851	86.814	76.816	80.113	76.816	90.215	124.106	11.13	93.649	8.851	91.928	102.377	100.616	97.117	31	10	1998
32.191	32.191	32.191	32.191	30.886	29.595	28.318	30.886	30.886	30.886	30.886	30.886	29.595	29.595	29.595	29.595	29.595	29.595	29.595	29.595	28.318	41.697	45.957	54.783	53.285	4.74	44.525	38.918	37.546	36.188	0	31	9	1998
44.525	44.525	43.105	41.697	40.301	40.301	40.301	40.301	40.301	38.918	38.918	37.546	37.546	37.546	37.546	37.546	36.188	36.188	36.188	36.188	34.842	34.842	3.351	32.191	32.191	32.191	32.191	32.191	32.191	32.191	3.351	31	8	1998
67.141	65.562	62.432	62.432	60.882	59.342	57.812	57.812	59.342	60.882	63.992	71.937	7.518	80.113	76.816	70.329	65.562	62.432	59.342	57.812	56.293	54.783	53.285	51.797	50.321	48.855	4.74	45.957	45.957	44.525	44.525	31	7	1998
125.964	125.964	129.702	125.964	122.255	116.745	11.13	107.708	104.146	100.616	98.862	97.117	93.649	91.928	90.215	8.851	85.126	83.446	83.446	83.446	83.446	80.113	76.816	76.816	73.554	71.937	70.329	70.329	6.873	67.141	0	31	6	1998
25.114	242.291	282.736	353.525	38.294	465.103	400.374	327.101	319.987	30.588	29.425	271.342	246.705	227.005	214.109	203.512	19.098	184.792	172.574	168.549	164.549	158.596	152.699	152.699	14.686	14.3	13.536	13.536	131.581	127.829	125.964	31	5	1998
387.901	373.069	343.856	343.856	339.047	324.725	303.544	285.029	269.078	266.818	269.078	28.963	298.888	291.937	269.078	260.069	253.365	244.496	235.709	231.347	222.685	218.386	216.245	207.734	203.512	19.722	19.722	195.135	235.709	237.898	0	31	4	1998
90.167	734.582	65.043	583.405	574.105	586.521	51.681	48.206	465.103	459.514	445.675	442.931	437.466	423.941	465.103	558.759	643.902	710.544	717.374	696.973	670.195	640.649	608.542	583.405	534.603	499.296	462.305	423.941	397.871	397.871	418.586	31	3	1998
203.512	207.734	193.055	186.849	199.312	19.722	182.741	188.912	195.135	199.312	209.854	282.736	353.525	432.033	315.266	271.342	271.342	28.963	310.564	329.481	334.255	377.996	423.941	537.596	656.988	762.505	856.562	864.006	794.492	713.955	618.094	31	1	1998
154.658	150.746	144.927	150.746	13.726	14.88	168.549	14.686	139.167	14.108	13.726	133.467	166.546	168.549	186.849	218.386	211.979	214.109	237.898	237.898	264.563	278.164	25.114	201.409	180.695	164.549	14.88	13.536	144.927	182.741	199.312	31	12	1997
14.686	14.108	133.467	124.106	116.745	10.95	107.708	104.146	100.616	97.117	93.649	91.928	105.923	116.745	122.255	125.964	127.829	133.467	118.574	122.255	118.574	118.574	125.964	125.964	116.745	107.708	125.964	139.167	154.658	162.558	0	31	11	1997
93.649	100.616	102.377	131.581	122.255	133.467	133.467	124.106	120.411	122.255	114.922	105.923	102.377	97.117	95.379	120.411	222.685	269.078	235.709	222.685	291.937	346.267	278.164	233.525	227.005	218.386	19.098	164.549	154.658	152.699	14.88	31	10	1997
90.215	90.215	90.215	8.851	8.851	8.851	86.814	86.814	85.126	85.126	85.126	83.446	83.446	83.446	85.126	85.126	83.446	83.446	81.775	86.814	98.862	102.377	131.581	152.699	131.581	122.255	113.108	105.923	100.616	97.117	0	31	9	1997
116.745	114.922	114.922	114.922	113.108	113.108	11.13	11.13	10.95	10.95	107.708	107.708	105.923	105.923	104.146	104.146	102.377	102.377	102.377	100.616	100.616	98.862	98.862	97.117	95.379	95.379	93.649	93.649	91.928	91.928	91.928	31	8	1997
168.549	166.546	166.546	164.549	160.574	156.624	150.746	14.686	144.927	14.108	14.108	14.108	139.167	13.726	13.536	133.467	131.581	129.702	129.702	127.829	125.964	125.964	124.106	124.106	122.255	122.255	120.411	120.411	118.574	118.574	116.745	31	7	1997
303.544	298.888	287.327	280.448	273.611	269.078	264.563	260.069	257.829	257.829	253.365	24.892	242.291	237.898	229.173	227.005	220.533	216.245	209.854	207.734	201.409	19.722	193.055	188.912	184.792	182.741	180.695	176.622	174.595	168.549	0	31	6	1997
738.046	710.544	660.278	643.902	589.644	555.712	543.604	537.596	546.619	534.603	51.681	690.234	643.902	686.875	790.908	812.525	81.979	783.763	69.36	614.902	599.058	589.644	580.298	543.604	505.103	479.214	487.774	459.514	0	0	0	31	2	1997
429.328	343.856	301.214	271.342	244.496	224.842	207.734	195.135	188.912	186.849	184.792	188.912	184.792	180.695	178.656	182.741	184.792	178.656	172.574	188.912	222.685	271.342	264.563	287.327	339.047	390.388	387.901	465.103	51.681	508.018	508.018	31	12	1996
242.291	278.164	260.069	253.365	246.705	235.709	235.709	229.173	211.979	19.722	207.734	19.722	19.098	214.109	257.829	298.888	275.885	360.822	365.708	38.294	365.708	445.675	493.519	549.643	440.195	365.708	387.901	534.603	586.521	537.596	0	31	11	1996
100.616	104.146	114.922	13.536	152.699	170.558	195.135	20.562	207.734	19.098	172.574	156.624	14.88	150.746	14.108	14.108	184.792	207.734	207.734	178.656	166.546	160.574	166.546	193.055	278.164	315.266	237.898	19.722	199.312	220.533	201.409	31	10	1996
90.215	90.215	8.851	86.814	86.814	86.814	86.814	86.814	86.814	83.446	81.775	80.113	80.113	81.775	81.775	80.113	80.113	80.113	80.113	80.113	80.113	80.113	80.113	7.846	76.816	7.518	76.816	7.846	90.215	98.862	0	31	9	1996
122.255	118.574	118.574	114.922	113.108	11.13	11.13	10.95	107.708	107.708	105.923	105.923	105.923	107.708	11.13	11.13	11.13	10.95	107.708	104.146	100.616	98.862	97.117	95.379	93.649	90.215	90.215	90.215	90.215	8.851	90.215	31	8	1996
19.098	188.912	184.792	182.741	178.656	176.622	172.574	168.549	166.546	164.549	160.574	158.596	158.596	156.624	152.699	150.746	14.88	144.927	14.3	14.108	139.167	13.726	139.167	139.167	13.726	133.467	133.467	129.702	125.964	125.964	124.106	31	7	1996
358.386	348.682	339.047	329.481	319.987	310.564	301.214	29.425	287.327	280.448	273.611	266.818	260.069	255.594	25.114	244.496	240.092	235.709	231.347	227.005	222.685	218.386	214.109	209.854	20.562	203.512	201.409	19.722	195.135	193.055	0	31	6	1996
531.618	499.296	51.681	561.813	621.293	69.36	852.852	105.152	995.077	805.289	68.018	602.212	640.649	592.774	621.293	731.125	676.844	621.293	580.298	543.604	519.757	621.293	611.718	621.293	546.619	493.519	484.913	499.296	499.296	0	0	31	2	1996
801.683	780.201	909.291	808.903	670.195	686.875	77.31	841.764	928.475	886.515	794.492	720.801	670.195	663.576	68.018	673.516	62.45	564.874	543.604	558.759	611.718	834.409	959.552	905.477	787.332	766.029	731.125	640.649	580.298	549.643	543.604	31	1	1996
574.846	528.988	436.378	358.386	385.419	429.328	42.126	407.906	567.944	673.516	70.714	878.983	808.903	727.676	70.714	89.787	928.475	867.739	741.518	630.937	574.105	476.376	429.328	437.466	418.586	426.631	434.746	418.586	442.931	589.644	666.882	31	12	1995
158.053	180.118	189.628	239.869	276.503	312.736	244.077	199.321	176.366	154.481	145.687	156.263	15.985	154.481	145.687	133.702	128.685	231.535	231.535	203.248	176.366	272.092	294.411	246.191	310.423	360.339	517.748	470.998	395.145	479.127	0	31	11	1995
58.797	58.797	56.341	56.341	56.341	58.797	58.797	62.554	6.004	57.564	61.292	71.655	86.873	85.445	75.697	69.008	62.554	62.554	65.107	70.327	84.025	98.618	127.028	149.181	145.687	145.687	128.685	104.697	85.445	84.025	128.685	31	10	1995
66.398	65.107	63.826	61.292	61.292	61.292	6.004	6.004	58.797	58.797	58.797	58.797	58.797	61.292	61.292	61.292	58.797	6.004	65.107	70.327	67.698	66.398	65.107	63.826	6.004	58.797	57.564	57.564	58.797	61.292	0	31	9	1995
98.618	98.618	97.119	94.148	94.148	92.676	91.212	91.212	88.311	86.873	85.445	84.025	82.615	81.213	7.982	7.982	78.436	77.062	75.697	7.434	7.434	72.993	72.993	72.993	71.655	71.655	71.655	70.327	69.008	69.008	69.008	31	8	1995
176.366	172.643	170.793	167.115	163.468	15.985	156.263	152.707	149.181	14.743	145.687	143.951	140.503	138.791	13.539	132.022	130.349	128.685	12.538	122.107	122.107	118.868	11.726	11.566	112.486	110.912	109.345	107.788	106.238	104.697	100.125	31	7	1995
446.924	420.736	395.145	372.631	355.465	338.605	324.399	310.423	298.953	287.646	283.169	274.294	267.708	261.182	252.575	244.077	239.869	233.608	22.741	221.274	217.219	211.189	205.222	201.281	197.368	195.422	189.628	185.802	182.006	178.239	0	31	6	1995
51.964	501.582	479.292	459.501	431.377	410.122	39.753	382.995	374.765	374.765	354.434	346.401	338.425	358.472	395.443	461.687	551.712	560.984	596.179	582.021	547.094	463.877	435.668	431.377	448.619	479.292	508.331	535.601	526.462	524.185	526.462	31	3	1995
31.097	342.406	39.962	416.464	485.946	521.911	510.586	497.099	47.708	461.687	506.078	544.789	572.642	634.444	666.977	646.191	632.031	608.057	598.549	768.131	903.953	85.381	772.739	718.607	639.279	627.213	600.922	560.984	0	0	0	31	2	1995
531.025	499.339	490.398	512.845	531.025	642.084	692.483	745.357	696.794	591.448	570.304	558.662	540.189	560.984	526.462	531.025	48.817	468.265	435.668	429.237	39.962	36.659	342.406	334.459	330.507	314.848	338.425	330.507	33.644	334.459	322.648	31	1	1995
387.131	446.452	508.331	517.372	422.835	356.451	32.657	35.041	354.434	338.425	316.792	340.414	364.555	39.336	446.452	442.129	412.233	387.131	376.817	35.242	32.657	332.481	346.401	39.753	403.811	508.331	528.742	579.672	754.414	745.357	603.297	31	12	1994
164.204	156.328	136.422	123.144	110.297	10.198	95.206	89.892	84.674	7.829	7.829	74.534	83.385	100.614	10.198	100.614	121.695	198.562	229.573	219.082	195.204	286.131	328.537	376.817	446.452	405.911	380.932	395.443	36.659	380.932	0	31	11	1994
