#Vazao01	Vazao02	Vazao03	Vazao04	Vazao05	Vazao06	Vazao07	Vazao08	Vazao09	Vazao10	Vazao11	Vazao12	Vazao13	Vazao14	Vazao15	Vazao16	Vazao17	Vazao18	Vazao19	Vazao20	Vazao21	Vazao22	Vazao23	Vazao24	Vazao25	Vazao26	Vazao27	Vazao28	Vazao29	Vazao30	Vazao31	#dias	mes	Ano
164.204	140.941	118.813	107.502	91.212	87.271	10.198	107.502	120.252	142.457	162.619	143.978	128.993	118.813	107.502	100.614	111.703	123.144	118.813	113.114	124.599	168.987	177.054	159.464	145.505	131.949	127.523	123.144	11.738	120.252	143.978	31	10	1994
7.578	77.031	77.031	7.829	7.829	79.554	123.144	11.738	115.953	113.114	110.297	91.212	80.825	7.578	7.578	7.578	7.578	74.534	74.534	73.295	70.836	68.404	64.805	6.244	61.268	58.944	56.648	55.511	72.063	143.978	0	31	9	1994
114.531	114.531	113.114	113.114	113.114	127.523	142.457	145.505	133.435	126.058	120.252	113.114	108.897	10.198	99.253	97.899	9.655	95.206	93.869	92.538	92.538	89.892	88.579	8.597	8.597	84.674	84.674	83.385	80.825	79.554	77.031	31	8	1994
142.457	137.923	136.422	134.926	134.926	133.435	133.435	131.949	128.993	127.523	126.058	126.058	124.599	124.599	123.144	121.695	121.695	120.252	120.252	118.813	118.813	118.813	118.813	118.813	11.738	11.738	11.738	115.953	115.953	115.953	115.953	31	7	1994
260.111	256.458	263.781	260.111	251.007	238.432	224.309	22.082	217.348	213.893	201.938	195.204	190.199	18.854	186.885	185.235	18.359	180.313	177.054	175.431	173.813	17.22	170.591	167.388	165.794	164.204	164.204	157.893	153.211	147.036	0	31	6	1994
410.122	405.911	403.811	387.131	368.628	340.414	322.648	305.181	293.705	28.991	284.247	278.618	274.886	273.025	271.168	269.316	267.467	267.467	263.781	271.168	274.886	261.944	256.458	249.199	249.199	260.111	263.781	271.168	274.886	271.168	263.781	31	5	1994
617.612	593.812	582.021	579.672	591.448	603.297	603.297	608.057	617.612	622.407	632.031	63.686	63.686	632.031	627.213	622.407	617.612	610.442	603.297	593.812	560.984	551.712	535.601	506.078	461.687	437.818	424.966	416.464	414.346	412.233	0	31	4	1994
551.712	549.401	547.094	540.189	535.601	528.742	544.789	554.025	556.342	556.342	560.984	570.304	593.812	650.314	749.876	86.866	878.652	863.692	839.124	800.759	73.637	671.186	658.612	650.314	639.279	634.444	62.962	627.213	622.407	620.008	620.008	31	3	1994
688.189	692.483	692.483	683.913	671.186	654.455	650.314	624.809	624.809	622.407	582.021	584.374	579.672	574.982	570.304	560.984	549.401	542.488	517.372	501.582	461.687	448.619	431.377	439.972	455.139	483.725	544.789	551.712	0	0	0	31	2	1994
198.562	217.348	291.806	31.874	401.714	506.078	490.398	457.318	455.139	457.318	459.501	48.817	524.185	570.304	883.675	992.634	919.357	898.856	873.647	86.866	786.669	727.454	718.607	705.467	671.186	62.962	624.809	62.962	639.279	650.314	662.786	31	1	1994
177.054	173.813	173.813	17.22	170.591	168.987	167.388	164.204	157.893	154.767	154.767	15.166	150.113	154.767	162.619	170.591	175.431	181.949	186.885	191.863	200.248	203.633	205.332	207.036	205.332	205.332	203.633	203.633	200.248	200.248	198.562	31	12	1993
136.422	134.926	133.435	133.435	131.949	130.469	128.993	128.993	126.058	126.058	124.599	113.114	120.252	118.813	11.738	115.953	114.531	114.531	120.252	124.599	126.058	133.435	139.429	153.211	153.211	157.893	161.039	167.388	170.591	17.22	0	31	11	1993
99.253	99.253	99.253	107.502	108.897	113.114	113.114	11.738	120.252	118.813	11.738	114.531	113.114	111.703	111.703	110.297	108.897	108.897	111.703	111.703	111.703	113.114	113.114	114.531	114.531	11.738	118.813	123.144	143.978	142.457	140.941	31	10	1993
77.031	7.829	79.554	80.825	82.102	83.385	80.825	7.829	7.578	73.295	74.534	74.534	7.578	74.534	74.534	73.295	72.063	72.063	70.836	70.836	72.063	73.295	74.534	7.578	77.031	7.829	80.825	82.102	84.674	99.253	0	31	9	1993
60.102	60.102	58.944	57.792	56.648	56.648	55.511	54.381	52.142	49.933	49.933	4.884	4.884	49.933	52.142	53.258	54.381	55.511	56.648	57.792	58.944	58.944	60.102	61.268	6.244	63.619	63.619	72.063	74.534	74.534	7.578	31	8	1993
8.597	84.674	83.385	82.102	80.825	79.554	79.554	79.554	7.829	77.031	7.578	7.578	74.534	73.295	72.063	72.063	70.836	70.836	68.404	67.198	67.198	65.998	64.805	64.805	63.619	6.244	61.268	61.268	61.268	60.102	60.102	31	7	1993
196.881	186.885	181.949	177.054	173.813	17.22	164.204	164.204	159.464	156.328	156.328	150.113	127.523	124.599	121.695	118.813	115.953	110.297	106.113	10.473	103.352	100.614	99.253	97.899	95.206	95.206	93.869	93.869	91.212	88.579	0	31	6	1993
332.481	338.425	348.404	364.555	358.472	35.242	340.414	380.932	35.242	303.259	286.131	280.491	274.886	273.025	269.316	267.467	260.111	260.111	265.622	267.467	274.886	278.618	284.247	293.705	295.608	291.806	256.458	243.797	236.652	224.309	222.562	31	5	1993
316.792	314.848	346.401	35.242	358.472	362.524	372.716	389.204	437.818	461.687	463.877	466.069	459.501	448.619	437.818	435.668	429.237	422.835	405.911	39.962	39.336	39.336	382.995	368.628	354.434	338.425	312.907	316.792	322.648	328.537	0	31	4	1993
662.786	650.314	634.444	600.922	56.797	551.712	526.462	508.331	459.501	450.789	437.818	412.233	328.537	31.874	32.657	338.425	344.401	358.472	378.873	39.962	416.464	418.584	414.346	405.911	39.962	380.932	372.716	354.434	332.481	320.692	31.874	31	3	1993
433.521	429.237	39.753	372.716	401.714	374.765	344.401	297.515	278.618	271.168	273.025	273.025	274.886	273.025	269.316	261.944	251.007	226.059	217.348	208.744	210.456	205.332	203.633	193.531	190.199	18.359	185.235	181.949	177.054	173.813	170.591	31	1	1993
18.359	210.456	242.004	236.652	229.573	215.618	201.938	190.199	181.949	164.204	142.457	165.794	180.313	320.692	474.872	437.818	429.237	418.584	356.451	293.705	242.004	243.797	240.216	243.797	251.007	267.467	39.336	408.015	424.966	429.237	433.521	31	12	1992
69.617	72.063	7.829	84.674	92.538	111.703	123.144	191.863	198.562	203.633	212.172	222.562	229.573	193.531	185.235	178.681	175.431	173.813	170.591	167.388	167.388	128.993	142.457	91.212	130.469	131.949	134.926	133.435	131.949	130.469	0	31	11	1992
6.244	61.268	61.268	60.102	6.244	63.619	64.805	64.805	65.998	65.998	67.198	64.805	6.244	60.102	57.792	57.792	54.381	49.933	4.884	51.034	52.142	54.381	58.944	61.268	6.244	64.805	64.805	65.998	67.198	68.404	69.617	31	10	1992
41.402	41.402	41.402	40.371	41.402	44.543	42.441	41.402	41.402	40.371	39.348	40.371	41.402	41.402	42.441	55.511	60.102	61.268	6.244	65.998	65.998	63.619	60.102	58.944	57.792	56.648	58.944	61.268	63.619	6.244	0	31	9	1992
51.034	49.933	49.933	4.884	4.884	47.754	4.884	46.676	45.606	45.606	47.754	45.606	45.606	47.754	46.676	45.606	45.606	44.543	44.543	45.606	46.676	44.543	44.543	44.543	44.543	44.543	43.488	42.441	42.441	42.441	41.402	31	8	1992
68.404	67.198	67.198	65.998	65.998	64.805	64.805	63.619	6.244	6.244	61.268	61.268	63.619	63.619	6.244	61.268	61.268	60.102	60.102	6.244	60.102	60.102	58.944	57.792	57.792	56.648	55.511	54.381	53.258	53.258	52.142	31	7	1992
131.949	128.993	127.523	126.058	124.599	121.695	120.252	118.813	115.953	111.703	110.297	107.502	103.352	9.655	9.655	93.869	91.212	88.579	8.597	83.385	82.102	80.825	7.578	72.063	69.617	70.836	69.617	69.617	68.404	68.404	0	31	6	1992
362.524	346.401	338.425	334.459	328.537	322.648	314.848	309.036	299.426	295.608	28.991	288.019	27.675	269.316	265.622	254.637	249.199	243.797	236.652	208.744	196.881	190.199	185.235	173.813	168.987	162.619	156.328	150.113	143.978	137.923	134.926	31	5	1992
829.424	679.653	701.122	696.794	679.653	662.786	642.084	615.219	605.676	596.179	582.021	565.638	554.025	544.789	537.894	526.462	517.372	506.078	492.628	479.292	461.687	450.789	444.289	433.521	422.835	414.346	410.122	405.911	395.443	378.873	0	31	4	1992
347.902	339.434	334.379	331.019	322.657	304.451	257.759	254.612	251.474	262.499	267.259	284.895	288.132	286.513	281.668	293.004	30.939	294.633	42.28	567.219	578.645	598.015	642.084	637.994	582.486	609.834	633.921	671.186	718.607	749.876	839.124	31	3	1992
182.133	185.029	186.482	18.069	174.944	174.944	173.514	166.413	169.244	172.088	186.482	196.726	199.678	204.126	211.595	21.46	216.107	219.129	223.681	225.204	228.256	229.787	23.132	232.855	235.933	239.022	240.569	249.909	237.476	229.787	225.204	31	12	1991
12.281	128.076	132.062	134.736	13.073	129.401	12.281	116.306	94.878	93.652	9.243	96.108	107.351	112.446	118.897	129.401	137.423	141.479	141.479	145.563	156.596	166.413	172.088	174.944	190.855	186.482	185.029	18.069	179.249	177.811	0	31	11	1991
9.243	89.998	89.998	91.212	106.086	108.619	104.826	102.316	94.878	9.243	88.788	86.381	85.184	82.802	80.437	7.46	78.089	79.261	85.184	87.583	88.788	96.108	102.316	104.826	102.316	99.821	93.652	9.243	9.243	115.015	118.897	31	10	1991
6.216	61.057	5.996	5.996	5.778	56.698	54.549	53.482	53.482	53.482	52.421	51.365	51.365	49.269	85.184	116.306	133.397	125.436	12.281	120.198	116.306	115.015	112.446	109.891	108.619	104.826	102.316	101.066	99.821	97.341	0	31	9	1991
9.243	9.243	9.243	9.243	89.998	89.998	87.583	87.583	87.583	87.583	85.184	83.991	80.437	80.437	80.437	79.261	78.089	75.758	73.446	73.446	72.296	71.151	71.151	68.875	68.875	68.875	64.379	64.379	64.379	64.379	6.216	31	8	1991
202.641	195.254	189.395	182.133	179.249	172.088	169.244	165.001	155.206	145.563	138.772	13.073	128.076	125.436	120.198	118.897	117.599	115.015	111.167	104.826	103.569	99.821	96.108	94.878	94.878	94.878	94.878	9.243	93.652	93.652	9.243	31	7	1991
371.885	370.159	366.712	364.992	363.274	354.713	347.902	344.509	344.509	337.747	336.062	331.019	331.019	329.342	327.668	319.327	311.041	312.694	304.451	293.004	284.895	27.845	264.083	254.612	232.855	23.132	229.787	226.729	216.107	21.46	0	31	6	1991
223.681	232.855	243.673	256.184	268.851	27.364	288.132	291.378	304.451	30.939	317.665	320.991	325.995	339.434	341.124	351.303	359.843	359.843	364.992	371.885	375.343	373.613	370.159	368.434	371.885	394.507	415.681	450.996	487.841	541.126	601.938	31	12	1990
185.029	18.358	177.811	172.088	169.244	166.413	166.413	165.001	163.593	162.187	15.799	156.596	155.206	152.435	149.677	15.799	159.386	153.819	153.819	170.665	172.088	176.376	18.358	185.029	189.395	195.254	199.678	205.615	211.595	213.096	0	31	11	1990
78.089	82.802	104.826	109.891	112.446	115.015	117.599	133.397	144.199	152.435	159.386	177.811	204.126	210.096	220.644	216.107	204.126	201.158	201.158	195.254	193.785	21.46	204.126	193.785	23.132	226.729	219.129	216.107	202.641	201.158	195.254	31	10	1990
53.482	51.365	49.269	49.269	47.195	47.195	52.421	56.698	58.868	6.216	64.379	64.379	66.618	68.875	71.151	83.991	111.167	107.351	109.891	116.306	117.599	115.015	109.891	106.086	99.821	94.878	9.243	87.583	82.802	80.437	0	31	9	1990
96.108	93.652	9.243	87.583	87.583	83.991	80.437	78.089	76.921	75.758	72.296	71.151	70.011	68.875	67.744	65.496	64.379	64.379	63.267	63.267	6.216	6.216	61.057	5.996	5.996	5.778	5.778	55.621	55.621	55.621	53.482	31	8	1990
94.878	94.878	145.563	170.665	165.001	156.596	148.303	144.199	144.199	142.837	138.772	128.076	120.198	117.599	117.599	140.123	153.819	146.932	140.123	120.198	106.086	115.015	113.729	108.619	103.569	97.341	9.243	89.998	87.583	86.381	98.579	31	7	1990
15.799	151.055	145.563	144.199	141.479	138.772	133.397	13.073	117.599	111.167	103.569	101.066	96.108	9.243	89.998	89.998	88.788	89.998	89.998	89.998	91.212	91.212	9.243	9.243	9.243	93.652	93.652	97.341	96.108	94.878	0	31	6	1990
251.474	27.364	26.567	259.337	251.474	246.786	24.212	237.476	232.855	23.132	228.256	223.681	217.617	21.46	207.106	205.615	210.096	210.096	207.106	204.126	217.617	223.681	219.129	216.107	216.107	205.615	195.254	189.395	172.088	169.244	159.386	31	5	1990
37.881	389.257	399.774	406.825	434.858	454.269	487.841	501.704	537.463	571.011	590.217	548.501	544.805	491.284	434.858	415.681	392.755	375.343	346.204	332.698	320.991	312.694	30.939	302.809	288.132	268.851	259.337	249.909	243.673	243.673	0	31	4	1990
336.062	322.657	319.327	398.017	438.056	441.268	361.558	353.007	380.546	380.546	366.712	344.509	380.546	419.237	389.257	380.546	447.738	384.025	392.755	429.949	415.681	401.534	392.755	353.007	289.754	260.916	228.256	240.569	268.851	276.844	0	31	11	1989
71.151	67.744	67.744	97.341	94.878	87.583	79.261	82.802	83.991	85.184	81.617	82.802	85.184	102.316	108.619	12.281	132.062	142.837	163.593	193.785	228.256	216.107	196.726	196.726	186.482	196.726	243.673	235.933	228.256	253.042	272.041	31	10	1989
12.281	120.198	113.729	111.167	104.826	99.821	99.821	9.243	9.243	103.569	109.891	115.015	117.599	120.198	12.281	12.281	126.754	133.397	149.677	156.596	145.563	13.073	140.123	145.563	140.123	128.076	125.436	115.015	104.826	97.341	0	31	9	1989
18.358	165.001	160.785	163.593	156.596	151.055	140.123	128.076	125.436	124.121	12.281	120.198	118.897	116.306	113.729	111.167	109.891	108.619	106.086	104.826	104.826	102.316	102.316	103.569	107.351	112.446	125.436	145.563	140.123	133.397	128.076	31	8	1989
262.499	253.042	240.569	229.787	223.681	219.129	216.107	202.641	199.678	196.726	190.855	182.133	177.811	173.514	167.827	163.593	159.386	15.799	153.819	152.435	149.677	146.932	144.199	142.837	138.772	137.423	133.397	132.062	142.837	163.593	196.726	31	7	1989
401.534	399.774	398.017	396.261	392.755	370.159	358.131	342.815	320.991	314.349	293.004	286.513	296.263	294.633	294.633	293.004	291.378	283.281	27.364	26.567	260.916	253.042	245.228	23.132	23.132	229.787	213.096	216.107	239.022	259.337	0	31	6	1989
73.637	768.131	914.204	955.952	919.357	86.866	791.348	73.637	791.348	758.968	754.414	815.011	86.866	844.001	763.541	662.786	586.344	552.212	484.415	46.086	454.269	441.268	42.28	401.534	368.434	364.992	359.843	349.602	358.131	363.274	403.296	31	5	1989
302.809	283.281	272.041	341.124	37.881	394.507	625.825	782.008	763.541	819.797	893.777	929.719	945.402	934.928	86.866	878.652	873.647	791.348	73.637	613.807	519.386	431.741	403.296	394.507	380.546	358.131	361.558	394.507	0	0	0	31	2	1989
371.885	384.025	37.881	384.025	392.755	394.507	405.059	417.458	484.415	512.266	533.815	671.186	650.314	609.834	578.645	526.569	429.949	419.237	413.906	399.774	392.755	371.885	361.558	366.712	382.284	401.534	413.906	392.755	358.131	337.747	322.657	31	1	1989
264.083	272.041	275.241	288.132	288.132	281.668	270.445	288.132	317.665	359.843	354.713	356.421	361.558	354.713	349.602	351.303	380.546	428.159	470.863	46.086	454.269	444.495	434.858	429.949	405.059	382.284	375.343	354.713	30.939	297.896	332.698	31	12	1988
9.243	125.436	126.754	128.076	126.754	124.121	121.502	134.736	15.799	185.029	18.358	179.249	169.244	155.206	134.736	12.281	121.502	193.785	199.678	198.201	202.641	23.132	281.668	332.698	368.434	332.698	281.668	253.042	222.161	239.022	0	31	11	1988
85.184	104.826	97.341	156.596	129.401	106.086	102.316	102.316	12.281	128.076	128.076	109.891	106.086	102.316	115.015	109.891	102.316	129.401	153.819	172.088	144.199	13.073	124.121	117.599	112.446	107.351	99.821	118.897	12.281	108.619	99.821	31	10	1988
48.229	49.269	51.365	5.778	66.618	64.379	6.216	56.698	53.482	51.365	50.314	49.269	48.229	49.269	67.744	76.921	75.758	67.744	61.057	6.216	6.216	58.868	54.549	52.421	51.365	49.269	49.269	48.229	48.229	78.089	0	31	9	1988
68.875	68.875	68.875	68.875	66.618	66.618	65.496	63.267	6.216	64.379	64.379	6.216	6.216	5.996	5.996	5.996	5.778	5.778	55.621	53.482	50.314	47.195	47.195	47.195	48.229	48.229	48.229	47.195	47.195	46.167	47.195	31	8	1988
118.897	116.306	113.729	108.619	107.351	104.826	102.316	101.066	99.821	99.821	94.878	94.878	9.243	9.243	9.243	9.243	89.998	88.788	88.788	86.381	83.991	81.617	80.437	79.261	78.089	75.758	7.46	73.446	70.011	68.875	68.875	31	7	1988
170.665	198.201	229.787	248.346	262.499	262.499	249.909	245.228	23.132	229.787	226.729	21.46	205.615	187.937	176.376	170.665	166.413	162.187	156.596	153.819	149.677	145.563	142.837	138.772	136.078	132.062	13.073	128.076	125.436	121.502	0	31	6	1988
796.044	731.903	705.467	654.455	594.108	530.184	467.513	434.858	419.237	398.017	392.755	375.343	366.712	358.131	339.434	324.325	316.006	311.041	30.939	291.378	268.851	260.916	24.212	229.787	210.096	201.158	199.678	195.254	186.482	174.944	170.665	31	5	1988
530.184	563.443	642.084	727.454	758.968	786.669	844.001	909.069	924.529	829.424	758.968	727.454	637.994	621.803	548.501	552.212	594.108	683.913	919.357	924.529	848.896	754.414	749.876	777.364	815.011	863.692	945.402	929.719	878.652	834.265	0	31	4	1988
211.595	223.681	254.612	262.499	257.759	249.909	243.673	226.729	216.107	223.681	228.256	23.132	264.083	337.747	417.458	683.913	658.612	548.501	637.994	73.637	696.794	552.212	464.179	417.458	398.017	366.712	371.885	544.805	578.645	0	0	31	2	1988
198.201	208.599	286.513	27.364	256.184	262.499	268.851	264.083	262.499	289.754	347.902	405.059	401.534	370.159	342.815	332.698	306.095	283.281	259.337	256.184	246.786	257.759	26.567	262.499	264.083	26.567	259.337	249.909	237.476	232.855	223.681	31	1	1988
116.306	104.826	97.341	85.184	68.875	85.184	89.998	9.243	96.108	13.073	187.937	198.201	177.811	151.055	132.062	107.351	104.826	85.184	78.089	75.758	73.446	94.878	153.819	156.596	141.479	134.736	115.015	102.316	89.998	124.121	132.062	31	10	1987
51.365	50.314	48.229	47.195	47.195	47.195	47.195	47.195	51.365	51.365	51.365	51.365	51.365	51.365	51.365	51.365	51.365	51.365	65.496	68.875	73.446	76.921	81.617	87.583	91.212	94.878	112.446	134.736	13.073	13.073	0	31	9	1987
55.621	51.365	63.267	78.089	75.758	7.46	70.011	67.744	89.998	86.381	83.991	79.261	7.46	70.011	67.744	66.618	64.379	6.216	6.216	5.996	58.868	56.698	55.621	55.621	5.996	5.778	55.621	55.621	54.549	53.482	52.421	31	8	1987
86.381	82.802	82.802	79.261	79.261	79.261	75.758	75.758	72.296	72.296	72.296	68.875	68.875	68.875	72.296	75.758	78.089	75.758	75.758	7.46	71.151	67.744	67.744	68.875	68.875	67.744	66.618	65.496	6.216	5.996	5.778	31	7	1987
149.677	145.563	141.479	141.479	134.736	133.397	129.401	129.401	133.397	126.754	12.281	118.897	118.897	115.015	111.167	111.167	108.619	104.826	103.569	107.351	107.351	107.351	104.826	101.066	97.341	97.341	97.341	93.652	9.243	89.998	0	31	6	1987
434.858	434.858	375.343	412.133	37.881	368.434	351.303	342.815	332.698	316.006	297.896	27.364	256.184	246.786	23.132	217.617	208.599	201.158	196.726	193.785	185.029	18.069	176.376	18.069	176.376	187.937	192.319	189.395	177.811	165.001	149.677	31	5	1987
232.855	237.476	234.393	226.729	222.161	216.107	201.158	193.785	186.482	182.133	243.673	239.022	353.007	363.274	415.681	399.774	387.511	382.284	389.257	37.881	344.509	322.657	294.633	280.058	286.513	307.741	311.041	322.657	0	0	0	31	2	1987
444.495	481.004	481.004	46.086	501.704	447.738	424.584	46.086	50.873	548.501	548.501	537.463	477.608	494.742	470.863	431.741	394.507	37.881	354.713	351.303	342.815	319.327	307.741	296.263	291.378	284.895	276.844	26.567	254.612	248.346	24.212	31	1	1987
234.393	239.022	354.713	403.296	403.296	403.296	37.881	344.509	307.741	280.058	262.499	243.673	23.132	23.132	270.445	319.327	358.131	375.343	276.844	23.132	23.132	23.132	234.393	239.022	24.212	240.569	253.042	267.259	307.741	364.992	405.059	31	12	1986
96.108	128.076	144.199	160.785	177.811	195.254	213.096	259.337	293.004	254.612	259.337	262.499	316.006	319.327	387.511	429.949	567.219	609.834	582.486	559.683	548.501	541.126	537.463	533.815	526.569	519.386	609.834	621.803	633.921	642.084	666.977	31	10	1986
88.788	85.184	83.991	81.617	79.261	78.089	78.089	75.758	75.758	73.446	70.011	68.875	66.618	66.618	64.379	64.379	66.618	78.089	104.826	103.569	128.076	128.076	109.891	97.341	97.341	103.569	109.891	116.306	112.446	99.821	0	31	9	1986
104.826	101.066	97.341	93.652	91.212	87.583	85.184	82.802	82.802	80.437	80.437	78.089	76.921	75.758	73.446	78.089	80.437	80.437	79.261	78.089	78.089	93.652	89.998	91.212	124.121	144.199	13.073	115.015	107.351	98.579	9.243	31	8	1986
141.479	138.772	138.772	141.479	146.932	152.435	151.055	146.932	137.423	133.397	128.076	124.121	120.198	117.599	115.015	112.446	109.891	107.351	107.351	104.826	103.569	102.316	102.316	99.821	99.821	97.341	101.066	112.446	115.015	115.015	112.446	31	7	1986
235.933	235.933	26.567	296.263	297.896	293.004	289.754	284.895	280.058	276.844	270.445	253.042	23.132	225.204	219.129	213.096	207.106	201.158	195.254	189.395	18.358	177.811	172.088	166.413	160.785	155.206	148.303	146.932	145.563	144.199	0	31	6	1986
293.004	272.041	253.042	228.256	21.46	198.201	237.476	222.161	216.107	249.909	26.567	275.241	225.204	217.617	213.096	210.096	199.678	160.785	148.303	144.199	141.479	125.436	234.393	249.909	301.169	222.161	251.474	235.933	205.615	201.158	0	31	11	1985
13.073	160.785	176.376	182.133	145.563	142.837	142.837	145.563	144.199	163.593	219.129	198.201	177.811	151.055	140.123	142.837	225.204	24.212	217.617	222.161	27.845	314.349	289.754	260.916	293.004	306.095	301.169	251.474	253.042	317.665	329.342	31	10	1985
91.212	9.243	9.243	89.998	87.583	88.788	142.837	141.479	138.772	133.397	13.073	128.076	120.198	113.729	104.826	85.184	82.802	80.437	76.921	65.496	63.267	103.569	106.086	102.316	99.821	98.579	98.579	113.729	13.073	129.401	0	31	9	1985
120.198	115.015	115.015	112.446	109.891	107.351	106.086	104.826	102.316	99.821	99.821	98.579	97.341	9.243	120.198	116.306	113.729	111.167	108.619	106.086	103.569	98.579	97.341	98.579	98.579	97.341	97.341	94.878	93.652	9.243	9.243	31	8	1985
219.129	216.107	213.096	210.096	207.106	204.126	201.158	198.201	195.254	192.319	187.937	185.029	182.133	179.249	176.376	173.514	170.665	167.827	165.001	162.187	15.799	155.206	152.435	149.677	142.837	138.772	133.397	13.073	128.076	125.436	120.198	31	7	1985
396.261	377.076	368.434	359.843	353.007	347.902	342.815	332.698	342.815	332.698	325.995	320.991	312.694	307.741	304.451	299.532	289.754	283.281	276.844	270.445	264.083	257.759	251.474	245.228	239.022	235.933	232.855	229.787	226.729	222.161	0	31	6	1985
155.206	173.514	182.133	190.855	196.726	186.482	173.514	153.819	142.837	140.123	163.593	167.827	149.677	149.677	169.244	169.244	165.001	153.819	151.055	151.055	149.677	140.123	133.397	13.073	138.772	138.772	121.502	115.015	108.619	103.569	97.341	31	12	1984
216.107	211.595	18.358	155.206	142.837	134.736	13.073	159.386	189.395	222.161	24.212	217.617	187.937	167.827	18.358	195.254	201.158	185.029	165.001	149.677	142.837	133.397	117.599	109.891	104.826	111.167	115.015	115.015	115.015	113.729	0	31	11	1984
108.619	96.108	104.826	106.086	109.891	94.878	86.381	83.991	82.802	86.381	82.802	75.758	78.089	86.381	87.583	89.998	102.316	107.351	12.281	134.736	142.837	144.199	134.736	121.502	12.281	189.395	223.681	228.256	23.132	210.096	213.096	31	10	1984
75.758	91.212	103.569	94.878	81.617	82.802	76.921	79.261	81.617	79.261	120.198	144.199	125.436	13.073	112.446	101.066	93.652	89.998	91.212	98.579	117.599	13.073	138.772	138.772	124.121	117.599	117.599	101.066	97.341	103.569	0	31	9	1984
65.496	66.618	66.618	67.744	67.744	66.618	65.496	65.496	67.744	68.875	68.875	68.875	70.011	72.296	7.46	7.46	71.151	78.089	80.437	85.184	75.758	70.011	65.496	63.267	5.996	5.996	58.868	58.868	58.868	61.057	67.744	31	8	1984
113.729	108.619	104.826	104.826	102.316	101.066	98.579	96.108	9.243	89.998	89.998	88.788	87.583	87.583	86.381	83.991	81.617	80.437	78.089	76.921	7.46	73.446	73.446	73.446	7.46	75.758	7.46	71.151	68.875	68.875	66.618	31	7	1984
229.787	223.681	217.617	213.096	208.599	202.641	198.201	195.254	198.201	193.785	186.482	179.249	177.811	176.376	173.514	165.001	159.386	155.206	151.055	145.563	141.479	138.772	136.078	133.397	129.401	125.436	125.436	12.281	121.502	118.897	0	31	6	1984
264.083	270.445	284.895	302.809	317.665	331.019	356.421	353.007	371.885	368.434	359.843	354.713	351.303	342.815	358.131	424.584	477.608	629.865	85.381	839.124	73.637	617.796	515.818	498.215	470.863	491.284	650.314	858.742	683.913	586.344	548.501	31	3	1984
270.445	276.844	281.668	260.916	251.474	286.513	291.378	296.263	286.513	270.445	264.083	27.364	296.263	301.169	296.263	268.851	257.759	248.346	240.569	253.042	251.474	262.499	262.499	262.499	248.346	251.474	260.916	26.567	253.042	0	0	31	2	1984
346.204	337.747	325.995	319.327	307.741	304.451	297.896	289.754	283.281	284.895	304.451	319.327	316.006	304.451	293.004	280.058	262.499	262.499	253.042	260.916	276.844	314.349	325.995	354.713	377.076	336.062	319.327	307.741	302.809	291.378	276.844	31	1	1984
15.799	199.678	205.615	211.595	223.681	392.755	391.005	380.546	373.613	366.712	354.713	332.698	322.657	312.694	296.263	302.809	316.006	356.421	382.284	398.017	398.017	358.131	339.434	325.995	334.379	337.747	342.815	353.007	356.421	337.747	329.342	31	12	1983
88.788	104.826	111.167	118.897	120.198	137.423	174.944	205.615	210.096	213.096	220.644	220.644	208.599	205.615	21.46	21.46	210.096	205.615	199.678	193.785	18.358	174.944	166.413	159.386	155.206	151.055	141.479	136.078	138.772	145.563	0	31	11	1983
155.206	162.187	167.827	199.678	220.644	189.395	174.944	170.665	163.593	155.206	138.772	126.754	118.897	111.167	111.167	117.599	12.281	18.069	159.386	172.088	179.249	159.386	140.123	134.736	133.397	140.123	133.397	121.502	107.351	98.579	91.212	31	10	1983
3.913	3.913	4.211	46.167	54.549	5.996	64.379	56.698	55.621	63.267	63.267	61.057	5.996	5.778	5.778	56.698	55.621	55.621	45.144	40.117	4.211	49.269	49.269	174.944	173.514	172.088	172.088	167.827	162.187	156.596	0	31	9	1983
37.174	37.174	35.244	35.244	35.244	35.244	35.244	35.244	3.913	3.913	40.117	41.111	41.111	43.115	43.115	43.115	43.115	43.115	44.127	45.144	45.144	48.229	53.482	71.151	65.496	5.996	47.195	46.167	45.144	4.211	40.117	31	8	1983
61.057	5.996	5.996	58.868	5.778	56.698	55.621	55.621	53.482	53.482	52.421	51.365	51.365	53.482	52.421	51.365	49.269	48.229	47.195	47.195	47.195	45.144	45.144	45.144	44.127	4.211	40.117	3.913	3.913	37.174	37.174	31	7	1983
108.619	104.826	103.569	99.821	97.341	97.341	97.341	94.878	9.243	9.243	9.243	89.998	88.788	87.583	85.184	85.184	82.802	80.437	79.261	76.921	7.46	73.446	73.446	66.618	66.618	64.379	64.379	6.216	6.216	6.216	0	31	6	1983
235.933	220.644	211.595	204.126	195.254	18.069	173.514	167.827	162.187	156.596	148.303	140.123	137.423	136.078	138.772	141.479	137.423	13.073	125.436	12.281	121.502	124.121	129.401	140.123	137.423	133.397	129.401	124.121	116.306	113.729	111.167	31	5	1983
314.349	398.017	401.534	408.592	405.059	371.885	344.509	311.041	289.754	259.337	249.909	222.161	210.096	186.482	174.944	162.187	160.785	173.514	193.785	217.617	234.393	254.612	336.062	347.902	621.803	530.184	289.754	293.004	291.378	312.694	302.809	31	1	1983
